Measure,Global_Key,Local_Key,Chord,Relative_Numeral,CoE_KeyCall,CoE_Uncert,CoE_KeySequence,CoE_GlobalKey
1,A,I,.A.I,I,I,0.2386,A,A
1,A,I,I6,I,I,0.2386,A,A
1,A,I,viio6,vii,I,0.2386,A,A
1,A,I,I,I,I,0.2386,A,A
2,A,I,V65,V,I,0.3512,A,A
2,A,I,I\\\\,I,I,0.3512,A,A
3,A,I,I,I,I,0.3994,A,A
3,A,I,I6,I,I,0.3994,A,A
3,A,I,I,I,I,0.3994,A,A
3,A,I,IV6,IV,I,0.3994,A,A
3,A,I,IV,IV,I,0.3994,A,A
4,A,I,V(64),V,V,1.4373,E,A
4,A,I,V\\\\,V,V,1.4373,E,A
4,A,I,V7,V,V,1.4373,E,A
5,A,I,V6,V,V,1.0076,E,A
5,A,I,V2,V,V,1.0076,E,A
6,A,I,I6,I,I,0.1685,A,A
6,A,I,I,I,I,0.1685,A,A
6,A,V,V.ii,ii,I,0.1685,A,A
7,A,V,V7(4),V,V,1.9489,E,A
7,A,V,V7,V,V,1.9489,E,A
7,A,V,V(64),V,V,1.9489,E,A
7,A,V,V7,V,V,1.9489,E,A
7,A,V,vi7,vi,V,1.9489,E,A
7,A,V,viio64,vii,V,1.9489,E,A
8,A,V,I,I,V,0.3218,E,A
8,A,V,V7,V,V,0.3218,E,A
8,A,V,I\\\\,I,V,0.3218,E,A
9,A,V,I6,I,V,0.5238,E,A
9,A,V,I,I,V,0.5238,E,A
9,A,V,V,V,V,0.5238,E,A
9,A,V,IV,IV,V,0.5238,E,A
10,A,V,I6,I,V,0.4177,E,A
10,A,V,viio64,vii,V,0.4177,E,A
10,A,V,V,V,V,0.4177,E,A
10,A,V,@none,,V,0.4177,E,A
10,A,I,I.V,V,V,0.4177,E,A
11,A,I,I,I,I,0.2415,A,A
11,A,I,V(64),V,I,0.2415,A,A
11,A,I,V7,V,I,0.2415,A,A
11,A,I,I,I,I,0.2415,A,A
11,A,I,I(64),I,I,0.2415,A,A
12,A,I,iii,iii,I,0.4599,A,A
12,A,I,V43,V,I,0.4599,A,A
12,A,I,I,I,I,0.4599,A,A
12,A,I,vi,vi,I,0.4599,A,A
12,A,I,iiio64,iii,I,0.4599,A,A
13,A,I,IV64,IV,IV,1.0374,D,A
13,A,I,IV6,IV,IV,1.0374,D,A
14,A,I,ii7,ii,v,1.7845,e,A
14,A,I,V65,V,v,1.7845,e,A
15,A,I,I,I,I,0.2821,A,A
15,A,I,V64,V,I,0.2821,A,A
15,A,I,I,I,I,0.2821,A,A
16,A,I,V65,V,I,0.461,A,A
16,A,I,I,I,I,0.461,A,A
17,A,I,I6,I,I,0.2662,A,A
17,A,I,I,I,I,0.2662,A,A
17,A,I,I6,I,I,0.2662,A,A
17,A,I,IV6,IV,I,0.2662,A,A
17,A,I,IV,IV,I,0.2662,A,A
18,A,I,V(64),V,V,0.9343,E,A
18,A,I,V\\\\,V,V,0.9343,E,A
18,A,I,V7/V,V,V,0.9343,E,A
19,A,I,V2/V,V,ii,1.0672,b,A
20,A,I,V6,V,V,0.2354,E,A
20,A,I,V7,V,V,0.2354,E,A
21,A,I,V43,V,V,0.9194,E,A
21,A,I,V2,V,V,0.9194,E,A
22,A,I,I6,I,I,0.4129,A,A
22,A,I,I,I,I,0.4129,A,A
22,A,I,ii,ii,I,0.4129,A,A
22,A,I,ii6,ii,I,0.4129,A,A
23,A,I,V7(4),V,I,1.8003,A,A
23,A,I,V7,V,I,1.8003,A,A
23,A,I,V(64),V,I,1.8003,A,A
23,A,I,V7,V,I,1.8003,A,A
23,A,I,IV6(+6+2),IV,I,1.8003,A,A
23,A,I,V65,V,I,1.8003,A,A
24,A,I,I,I,I,0.6559,A,A
24,A,I,V7,V,I,0.6559,A,A
24,A,I,I,I,I,0.6559,A,A
25,A,i,.i.V,V,#V/bVI,1.6561,F,A
25,A,i,i,i,#V/bVI,1.6561,F,A
26,A,i,III,III,#V/bVI,0.7623,F,A
26,A,i,V2/VI,V,#V/bVI,0.7623,F,A
26,A,i,VI6,VI,#V/bVI,0.7623,F,A
26,A,i,VI,VI,#V/bVI,0.7623,F,A
27,A,i,III6,III,#II/bIII,0.2586,C,A
29,A,iv,iv.#viio65,#vii,#vi/bvii,1.1029,g,A
29,A,iv,iv64,iv,#vi/bvii,1.1029,g,A
31,A,iv,V6(9),V,iv,0.5177,d,A
31,A,iv,V6,V,iv,0.5177,d,A
31,A,iv,V2,V,iv,0.5177,d,A
31,A,iv,i6,i,iv,0.5177,d,A
31,A,iv,i,i,iv,0.5177,d,A
32,A,iv,V6,V,I,0.3555,A,A
34,A,iv,V65,V,#VI/bVII,2.1845,G,A
34,A,iv,#viio7,#vii,#VI/bVII,2.1845,G,A
35,A,iv,V7,V,#VI/bVII,1.498,G,A
36,A,iv,#viio6,#vii,i,1.3222,a,A
37,A,iv,i(4),i,iv,0.488,d,A
37,A,iv,i,i,iv,0.488,d,A
38,A,iv,V43(4),V,I,0.5808,A,A
38,A,iv,V43,V,I,0.5808,A,A
38,A,iv,#viio6,#vii,I,0.5808,A,A
39,A,iv,i6(2),i,iv,0.3555,d,A
39,A,iv,i6,i,iv,0.3555,d,A
39,A,i,i.#viio7,#vii,iv,0.3555,d,A
44,A,i,#viio43,#vii,#V/bVI,2.188,F,A
44,A,i,#viio7/V,#vii,#V/bVI,2.188,F,A
45,A,i,V(64),V,i,1.7588,a,A
45,A,i,V,V,i,1.7588,a,A
